EnsembleGI	Chromosome	Gene_Start	Gene_End	Complement	Coding
ENSG00000268296.1	19	22907086	22914289	1	0
ENSG00000268297.1	19	7787549	7790621	0	0
ENSG00000268307.1	19	58400221	58400679	0	0
ENSG00000268309.1	19	16551773	16552328	0	0
ENSG00000268316.1	19	51839771	51840945	1	0
ENSG00000268318.5	19	51271266	51281234	0	0
ENSG00000268320.3	17	137526	139067	0	1
ENSG00000268322.1	19	21318161	21318719	0	0
ENSG00000268324.2	3	46557398	46559694	0	0
ENSG00000268326.1	19	20972262	20983210	0	0
ENSG00000268333.1	20	58833809	58836529	1	0
ENSG00000268335.1	19	20443215	20443725	1	0
ENSG00000268336.1	19	51184905	51190809	0	0
ENSG00000268350.7	X	52926402	52995472	1	1
ENSG00000268352.1	19	56672268	56684653	0	0
ENSG00000268355.1	19	41531206	41532174	0	0
ENSG00000268357.1	19	21123817	21124188	0	0
ENSG00000268361.1	19	43554692	43593036	1	1
ENSG00000268362.5	19	24033445	24066909	0	0
ENSG00000268364.1	9	70193997	70258866	1	0
ENSG00000268366.1	19	40443436	40444087	0	0
ENSG00000268375.1	19	50792685	50793584	1	0
ENSG00000268379.1	19	57175233	57177921	0	0
ENSG00000268388.5	16	86474529	86509099	1	0
ENSG00000268390.1	19	51043806	51052077	0	0
ENSG00000268391.1	4	49548918	49549435	1	0
ENSG00000268392.1	19	57625032	57626950	0	0
ENSG00000268400.5	19	7629796	7643048	0	1
ENSG00000268401.1	19	46027654	46030161	0	0
ENSG00000268403.2	11	9459556	9460702	1	0
ENSG00000268407.1	19	56793048	56793249	1	0
ENSG00000268412.2	2	26028208	26028612	1	0
ENSG00000268416.1	19	20746923	20755250	1	0
ENSG00000268423.4	19	46547056	46600861	1	0
ENSG00000268433.1	19	21677550	21678221	1	0
ENSG00000268434.5	19	45779437	45785973	1	1
ENSG00000268438.1	19	21826513	21827279	0	0
ENSG00000268439.5	12	6970921	6997428	0	1
ENSG00000268442.1	19	24162370	24163425	1	0
ENSG00000268447.5	X	52751132	52790305	0	1
ENSG00000268455.1	19	23596122	23598159	0	0
ENSG00000268458.1	19	52142626	52144156	0	0
ENSG00000268460.1	19	46203426	46214837	0	0
ENSG00000268461.2	19	20389658	20390689	0	0
ENSG00000268465.1	19	48465837	48472431	0	1
ENSG00000268469.1	19	23236308	23236851	0	0
ENSG00000268471.5	4	152536264	152539263	0	0
ENSG00000268472.2	11	112260265	112261396	0	0
ENSG00000268473.1	16	86434830	86435884	1	0
ENSG00000268475.1	19	41425359	41426237	0	0
ENSG00000268480.1	19	8630671	8638649	0	0
ENSG00000268483.1	19	57065334	57066139	0	0
ENSG00000268486.5	13	18408806	18431605	0	0
ENSG00000268496.1	19	54434183	54434665	0	0
ENSG00000268499.1	19	38199836	38200934	0	0
ENSG00000268500.5	19	51612091	51646889	1	1
ENSG00000268505.1	16	86192793	86198913	1	0
ENSG00000268509.2	3	5187172	5188298	1	0
ENSG00000268510.1	19	39236433	39237293	1	0
ENSG00000268516.2	19	58257270	58278808	1	0
ENSG00000268518.1	19	50486810	50487638	1	0
ENSG00000268520.1	19	51361712	51365544	1	0
ENSG00000268521.1	19	21289554	21289998	1	0
ENSG00000268529.1	19	41134722	41137308	0	0
ENSG00000268530.5	19	48465593	48469693	1	0
ENSG00000268531.3	15	21368459	21370621	0	0
ENSG00000268532.1	16	86286427	86293389	0	0
ENSG00000268533.1	19	57394183	57438457	0	1
ENSG00000268535.1	19	21709522	21710191	0	0
ENSG00000268536.1	19	4785120	4791207	1	0
ENSG00000268541.1	19	22861303	22861594	0	0
ENSG00000268543.1	19	58418560	58419310	0	0
ENSG00000268545.1	19	57459912	57460120	0	0
ENSG00000268555.1	19	21570822	21587322	1	0
ENSG00000268560.1	19	20611559	20615389	0	0
ENSG00000268564.1	19	15124160	15126174	0	0
ENSG00000268565.1	19	4654964	4655524	1	0
ENSG00000268566.5	18	38655209	38687998	1	0
ENSG00000268568.1	19	56672574	56673901	1	0
ENSG00000268573.1	18	35280867	35290201	1	0
ENSG00000268575.1	1	1702736	1737688	1	0
ENSG00000268580.1	2	144877734	144882033	1	0
ENSG00000268581.1	19	51119987	51122965	0	0
ENSG00000268582.1	19	41652676	41652963	0	0
ENSG00000268583.1	19	48204083	48213154	0	0
ENSG00000268584.1	10	73625996	73626790	0	0
ENSG00000268589.1	19	22620483	22620724	0	0
ENSG00000268592.3	6	149863494	149919507	0	0
ENSG00000268593.3	19	55707550	55707855	0	0
ENSG00000268595.1	19	51251231	51271179	1	0
ENSG00000268597.1	19	22259693	22261335	0	0
ENSG00000268598.1	19	21063924	21064261	0	0
ENSG00000268601.1	19	43794309	43795658	1	0
ENSG00000268603.1	2	219497611	219498246	1	0
ENSG00000268605.1	19	42424384	42425071	1	0
ENSG00000268606.5	X	152749863	152753884	1	1
ENSG00000268614.1	19	7533595	7540059	0	1
ENSG00000268615.1	9	129328261	129328401	0	0
ENSG00000268618.1	19	8549506	8550139	0	0
ENSG00000268620.1	19	20249052	20250295	0	0
ENSG00000268621.5	19	46189166	46203083	1	0
ENSG00000268623.2	19	18040355	18041083	0	0
ENSG00000268628.2	20	19756390	19758037	1	0
ENSG00000268629.6	X	105218929	105220674	1	1
ENSG00000268635.2	11	77473371	77477030	0	0
ENSG00000268636.1	19	49625994	49626439	1	0
ENSG00000268643.1	19	42234583	42255132	1	1
ENSG00000268649.4	20	58817132	58817725	1	0
ENSG00000268650.3	19	18204730	18220480	0	0
ENSG00000268651.2	X	154585143	154586821	0	1
ENSG00000268652.1	19	51194118	51195540	1	0
ENSG00000268654.1	19	56840902	56848556	0	0
ENSG00000268655.2	19	49017496	49020523	1	1
ENSG00000268658.5	19	21483374	21503238	0	0
ENSG00000268659.2	10	75642476	75643106	0	0
ENSG00000268660.1	19	58044592	58046769	0	0
ENSG00000268663.1	1	674842	675265	0	0
ENSG00000268669.1	19	49042174	49042731	0	0
ENSG00000268670.1	19	4061615	4062749	1	0
ENSG00000268673.3	19	15760375	15770828	0	0
ENSG00000268677.1	19	49688853	49690573	1	0
ENSG00000268678.1	19	57350848	57352012	1	0
ENSG00000268681.1	19	49502432	49502639	1	0
ENSG00000268683.1	19	34638122	34640689	1	0
ENSG00000268685.1	19	22362589	22362825	0	0
ENSG00000268686.1	19	49368705	49388081	1	0
ENSG00000268696.1	19	22832201	22859422	0	0
ENSG00000268705.1	19	21521343	21521896	1	0
ENSG00000268707.1	9	129170434	129170940	0	0
ENSG00000268711.1	19	51426347	51426668	1	0
ENSG00000268713.1	19	57261354	57262738	0	0
ENSG00000268714.3	5	116022391	116058928	0	1
ENSG00000268717.1	19	22457329	22458212	1	0
ENSG00000268723.1	19	57317208	57317562	1	0
ENSG00000268729.1	19	55312029	55312495	1	0
ENSG00000268731.1	19	21381220	21381921	1	0
ENSG00000268734.1	19	54890673	54891420	0	0
ENSG00000268736.1	4	49246021	49246538	0	0
ENSG00000268738.2	X	149592515	149594716	1	1
ENSG00000268739.1	19	51014374	51014734	0	0
ENSG00000268742.1	19	6552358	6554494	1	0
ENSG00000268743.1	19	16844025	16846473	0	0
ENSG00000268744.1	19	12379189	12401274	1	1
ENSG00000268745.1	6	41791410	41791477	0	0
ENSG00000268746.1	19	47607524	47733098	0	0
ENSG00000268747.1	19	21276023	21276332	1	0
ENSG00000268750.6	19	57819719	57858941	0	1
ENSG00000268751.1	19	34576733	34577701	1	0
ENSG00000268754.1	16	86225580	86275745	1	0
ENSG00000268756.1	19	38820166	38823223	0	0
ENSG00000268758.6	19	6952500	6997872	1	0
ENSG00000268764.1	19	38108500	38109533	1	0
ENSG00000268777.1	19	51519731	51520260	0	0
ENSG00000268784.1	19	58582024	58582609	0	0
ENSG00000268785.1	19	6593329	6594055	0	0
ENSG00000268789.1	19	22742924	22743410	1	0
ENSG00000268790.5	19	16577642	16660115	1	1
ENSG00000268794.1	19	23288620	23289345	0	0
ENSG00000268797.1	19	40801297	40898282	0	1
ENSG00000268798.1	19	1440839	1441938	0	0
ENSG00000268799.2	5	17491361	17491769	1	0
ENSG00000268803.1	4	69215908	69216635	1	0
ENSG00000268804.1	16	85935281	85936223	1	0
ENSG00000268810.1	19	46382492	46383169	1	0
ENSG00000268812.3	22	30246205	30246998	0	0
ENSG00000268818.2	22	35626988	35635134	1	0
ENSG00000268823.2	19	22603269	22608501	0	0
ENSG00000268830.1	19	22447934	22448777	1	0
ENSG00000268833.1	19	41757898	41786893	1	0
ENSG00000268834.1	19	14891895	14892804	1	0
ENSG00000268836.1	16	185748	186294	1	0
ENSG00000268839.1	19	51505059	51505362	1	0
ENSG00000268842.1	19	53162428	53163563	0	0
ENSG00000268845.1	19	6953211	6954904	0	0
ENSG00000268847.1	19	56589495	56590281	1	0
ENSG00000268849.5	19	51211080	51212088	0	0
ENSG00000268854.1	19	50480119	50483351	1	0
ENSG00000268858.2	20	63861212	63864293	1	0
ENSG00000268861.6	19	7382834	7472477	0	1
ENSG00000268864.4	19	53599628	53608451	1	0
ENSG00000268866.1	19	58224506	58225469	0	0
ENSG00000268869.5	1	16687339	16720157	1	0
ENSG00000268870.1	19	12391949	12441082	1	1
ENSG00000268873.1	18	34737795	34767663	1	0
ENSG00000268879.1	19	46196238	46197323	0	0
ENSG00000268883.2	X	153075769	153076968	1	0
ENSG00000268884.1	19	8346517	8347687	0	0
ENSG00000268886.1	19	52575883	52585561	1	0
ENSG00000268889.1	19	51394488	51403650	0	0
ENSG00000268892.1	19	21221645	21222746	1	0
ENSG00000268894.6	10	94279277	94287478	1	0
ENSG00000268895.5	19	58347751	58355183	0	0
ENSG00000268896.1	2	219547211	219547658	1	0
ENSG00000268902.2	X	152708261	152714549	1	0
ENSG00000268903.1	1	135141	135895	1	0
ENSG00000268906.1	19	51030076	51034335	0	0
ENSG00000268908.1	19	23444262	23445189	0	0
ENSG00000268912.1	19	58428632	58431148	1	0
ENSG00000268916.5	X	152753921	152760222	0	0
ENSG00000268922.1	19	8778665	8778861	1	0
ENSG00000268926.2	9	95772323	95774734	0	0
ENSG00000268931.1	19	8423355	8427827	1	0
ENSG00000268938.2	19	18531613	18532632	0	0
ENSG00000268940.5	X	135713453	135723539	0	1
ENSG00000268941.2	20	58634772	58635738	0	0
ENSG00000268942.2	5	62512246	62512482	1	0
ENSG00000268945.1	19	12682693	12687279	1	0
ENSG00000268947.1	19	35262846	35264804	0	0
ENSG00000268949.1	1	44988705	44991834	1	0
ENSG00000268951.1	9	63719864	63720441	0	0
ENSG00000268955.2	8	8188535	8189195	1	0
ENSG00000268957.1	19	51468360	51468636	1	0
ENSG00000268964.1	19	53044738	53051076	0	1
ENSG00000268967.1	4	49548564	49548855	1	0
ENSG00000268970.1	19	52597699	52598887	1	0
ENSG00000268975.1	19	40771648	40786685	0	1
ENSG00000268981.5	19	22665552	22716991	1	0
ENSG00000268983.1	19	18568506	18569375	1	0
ENSG00000268985.1	19	17009189	17013460	0	0
ENSG00000268987.1	19	41399372	41400365	0	0
ENSG00000268988.1	X	143711955	143721423	1	1
ENSG00000268991.2	1	16539066	16539575	0	1
ENSG00000268992.1	19	23384530	23385293	0	0
ENSG00000268993.1	1	121142051	121142438	1	0
ENSG00000268994.3	X	72781865	72782660	1	1
ENSG00000268995.1	19	21188598	21188953	0	0
ENSG00000268996.3	9	137084946	137086817	1	0
ENSG00000268997.1	19	41638569	41638899	1	0
ENSG00000269001.2	19	53197111	53214522	0	0
ENSG00000269009.1	19	49255472	49256102	1	0
ENSG00000269012.2	19	20961057	20965140	0	0
ENSG00000269014.1	19	46826895	46828440	1	0
ENSG00000269019.1	19	18940322	18946831	0	0
ENSG00000269021.1	19	51280862	51283022	0	0
ENSG00000269025.2	19	22605739	22608211	0	0
ENSG00000269026.2	19	57682045	57753575	0	1
ENSG00000269028.3	3	96617188	96618236	1	1
ENSG00000269032.1	19	58586158	58586356	0	0
ENSG00000269035.1	19	17436611	17460804	1	1
ENSG00000269037.1	19	34905315	34908188	0	0
ENSG00000269038.1	11	64778954	64779405	0	0
ENSG00000269040.1	19	20784596	20785152	1	0
ENSG00000269043.1	19	20432552	20528615	0	0
ENSG00000269044.2	19	16633797	16635269	1	0
ENSG00000269050.1	19	38870159	38873763	0	0
ENSG00000269053.1	19	17419305	17419774	1	0
ENSG00000269054.1	19	58362585	58366591	0	0
ENSG00000269055.1	19	20267817	20268391	0	0
ENSG00000269058.5	19	16479057	16496192	1	1
ENSG00000269066.1	19	17095418	17099307	1	0
ENSG00000269067.1	19	22975468	23003176	1	1
ENSG00000269068.1	2	219559083	219559626	0	0
ENSG00000269069.1	19	40023384	40025502	1	0
ENSG00000269072.1	19	51152923	51181966	1	0
ENSG00000269082.1	19	52956041	52981654	1	0
ENSG00000269085.1	19	16565551	16566330	0	0
ENSG00000269086.2	19	34837889	34855304	0	0
ENSG00000269091.5	19	50043196	50051062	1	0
ENSG00000269095.1	19	17235940	17255448	1	1
ENSG00000269096.6	X	135759846	135768191	1	1
ENSG00000269097.1	19	57664280	57665039	0	0
ENSG00000269099.2	13	25017404	25017536	0	0
ENSG00000269102.1	19	52284780	52297920	1	0
ENSG00000269103.2	20	49932795	49933078	0	0
ENSG00000269106.1	19	58475355	58475763	1	0
ENSG00000269107.1	19	23257255	23274232	1	0
ENSG00000269110.1	19	20553792	20661583	1	0
ENSG00000269113.3	1	47760528	47996895	1	1
ENSG00000269118.1	19	53299051	53308644	1	0
ENSG00000269119.1	19	41829692	41830938	0	0
ENSG00000269124.1	19	46320197	46340004	1	0
ENSG00000269125.1	13	113165002	113165183	1	0
ENSG00000269130.1	19	51560122	51560590	1	0
ENSG00000269136.1	19	21800480	21801266	0	0
ENSG00000269138.1	19	22463922	22473036	0	0
ENSG00000269139.2	19	7926001	7926810	0	0
ENSG00000269145.2	19	18144522	18151691	1	0
ENSG00000269148.1	19	45830164	45831108	0	0
ENSG00000269151.1	19	46390515	46390852	1	0
ENSG00000269153.1	19	7879445	7880120	1	0
ENSG00000269154.1	19	20062755	20063320	0	0
ENSG00000269155.2	6	167795530	167798248	0	0
ENSG00000269161.1	19	17518330	17520565	1	0
ENSG00000269172.1	19	39134882	39136463	1	0
ENSG00000269176.2	11	62786023	62786785	1	0
ENSG00000269177.1	19	43553445	43555494	0	0
ENSG00000269179.1	19	49909501	49958391	1	1
ENSG00000269181.1	19	51442379	51442650	0	0
ENSG00000269186.1	16	86196181	86199720	0	0
ENSG00000269188.1	19	39584042	39586489	0	0
ENSG00000269189.1	13	98233650	98234700	0	0
ENSG00000269190.5	19	38941401	38975910	1	1
ENSG00000269191.1	19	18532908	18536188	0	0
ENSG00000269194.1	19	49808933	49809738	0	0
ENSG00000269199.1	19	22043500	22050005	1	0
ENSG00000269210.2	2	38959287	38960342	1	0
ENSG00000269220.1	22	17777322	17779481	0	0
ENSG00000269226.7	X	104063871	104076212	1	1
ENSG00000269228.1	19	7665717	7666476	0	0
ENSG00000269235.1	19	51949134	51981367	0	0
ENSG00000269236.1	19	58166166	58167145	0	0
ENSG00000269237.1	19	21405159	21491266	0	1
ENSG00000269242.1	19	12643831	12648397	1	1
ENSG00000269243.1	19	16123661	16139892	1	0
ENSG00000269244.1	19	8728735	8729204	1	0
ENSG00000269246.1	19	39341773	39341945	1	0
ENSG00000269253.1	19	51198855	51201449	0	0
ENSG00000269256.1	10	76558350	76560994	1	0
ENSG00000269266.1	19	41605341	41605671	1	0
ENSG00000269271.1	19	54589441	54590287	0	0
ENSG00000269274.1	19	20295089	20303794	0	0
ENSG00000269275.1	19	55377579	55378125	1	0
ENSG00000269281.2	X	52770809	52771080	0	0
ENSG00000269288.1	19	53240675	53241913	0	0
ENSG00000269289.5	19	23919081	23957930	1	0
ENSG00000269292.1	19	46609277	46610779	1	0
ENSG00000269293.2	6	28121795	28137293	1	0
ENSG00000269296.1	19	40090754	40094406	0	0
ENSG00000269300.1	19	8821501	8824110	0	0
ENSG00000269303.1	19	34998233	35000170	1	0
ENSG00000269304.1	19	57826461	57826778	1	0
ENSG00000269307.1	19	17267418	17282966	0	1
ENSG00000269313.5	X	49162564	49168483	0	1
ENSG00000269316.1	19	22609606	22610601	0	0
ENSG00000269318.1	19	4356637	4358448	1	0
ENSG00000269320.1	19	23602567	23603106	0	0
ENSG00000269321.1	19	48145908	48147413	0	0
ENSG00000269332.5	19	22596257	22603550	0	0
ENSG00000269335.5	X	154541199	154565046	0	1
ENSG00000269343.6	19	57819741	57846238	0	1
ENSG00000269345.1	19	22174766	22175191	1	0
ENSG00000269349.1	19	52511282	52512342	1	0
ENSG00000269350.1	19	17360932	17362753	0	0
ENSG00000269352.1	19	49856970	49859289	1	0
ENSG00000269353.1	19	40946347	40947450	0	0
ENSG00000269354.1	19	41639659	41640602	1	0
ENSG00000269356.1	13	113008778	113009424	0	0
ENSG00000269364.1	19	22532626	22533494	0	0
ENSG00000269365.2	18	47878295	47882444	0	0
ENSG00000269371.1	19	7519916	7520460	1	0
ENSG00000269373.1	19	20838515	20847417	1	0
ENSG00000269374.1	19	42485076	42485714	1	0
ENSG00000269376.1	13	113009671	113010319	0	0
ENSG00000269378.1	19	14621634	14622242	1	0
ENSG00000269383.2	2	100370255	100370545	1	0
ENSG00000269385.1	19	6898299	6898686	0	0
ENSG00000269386.5	19	8374373	8390685	1	0
ENSG00000269387.1	6	41764292	41764460	1	0
ENSG00000269388.1	19	51594561	51606150	0	0
ENSG00000269391.1	3	16530771	16531802	0	0
ENSG00000269392.1	19	50365880	50369331	1	0
ENSG00000269397.1	19	23927788	23929287	0	0
ENSG00000269399.2	19	16542746	16544814	0	0
ENSG00000269400.1	19	8833065	8833541	0	0
ENSG00000269403.1	19	51350373	51368099	1	1
ENSG00000269404.6	19	50418938	50431313	0	1
ENSG00000269405.6	X	102247161	102326719	0	1
ENSG00000269416.5	19	23399233	23416075	1	0
ENSG00000269419.1	19	16712317	16712434	0	0
ENSG00000269420.5	19	48061371	48064945	0	0
ENSG00000269421.1	19	23935220	23936173	0	0
ENSG00000269425.1	19	4339577	4343491	0	0
ENSG00000269427.1	19	16630743	16643942	0	0
ENSG00000269431.1	19	23380317	23380876	0	0
ENSG00000269433.3	X	154257538	154271805	0	1
ENSG00000269437.6	X	102360395	102463274	1	1
ENSG00000269439.5	19	17488990	17511889	1	0
ENSG00000269444.1	19	6386762	6390400	1	0
ENSG00000269445.1	19	38526954	38528555	1	0
ENSG00000269446.2	7	157109980	157111072	0	0
ENSG00000269458.1	19	22925377	22925547	0	0
ENSG00000269460.1	19	39685244	39694577	0	0
ENSG00000269463.1	11	62807682	62808063	1	0
ENSG00000269466.2	5	17655129	17655538	1	0
ENSG00000269469.1	19	49462752	49486231	0	1
ENSG00000269471.1	19	23204010	23204556	0	0
ENSG00000269473.1	19	58440448	58445849	0	0
ENSG00000269475.2	X	152682810	152683842	0	0
ENSG00000269476.1	19	57876765	57916591	1	1
ENSG00000269480.1	19	17207138	17208010	1	0
ENSG00000269481.1	19	17414257	17422324	1	0
ENSG00000269482.1	16	90631	91102	0	0
ENSG00000269483.2	19	51842878	51843315	1	0
ENSG00000269486.2	19	38935297	38938632	1	0
ENSG00000269487.1	19	46728603	46732700	0	0
ENSG00000269489.1	1	151798054	151798602	0	0
ENSG00000269495.1	19	50950185	50963649	0	0
ENSG00000269502.5	X	72872025	72943814	1	1
ENSG00000269504.1	19	22017959	22036315	1	0
ENSG00000269505.2	19	22128627	22130318	1	0
ENSG00000269506.2	4	54059597	54061210	0	0
ENSG00000269509.1	19	22773853	22774424	0	0
ENSG00000269514.1	12	48198387	48202031	0	0
ENSG00000269516.6	19	15564074	15584709	0	0
ENSG00000269519.1	19	39631300	39631446	1	0
ENSG00000269524.1	19	54224523	54224881	0	0
ENSG00000269526.1	19	53013921	53016122	0	1
ENSG00000269533.5	19	57389884	57419994	0	1
ENSG00000269534.5	19	48118432	48127706	0	0
ENSG00000269535.1	19	52300693	52345229	1	0
ENSG00000269540.1	19	50058882	50060232	1	0
ENSG00000269543.5	19	23068473	23071476	1	0
ENSG00000269546.1	19	6562123	6563848	1	0
ENSG00000269547.1	19	38915404	38949855	1	1
ENSG00000269549.2	20	45445431	45448580	0	0
ENSG00000269552.1	19	14852032	14852944	1	0
ENSG00000269553.1	19	35330843	35331920	0	0
ENSG00000269556.7	X	149596556	149631912	1	1
ENSG00000269559.2	4	74156511	74158373	1	0
ENSG00000269560.1	19	12529768	12532973	1	0
ENSG00000269564.1	19	53788782	53789168	0	0
ENSG00000269565.1	19	50758382	50759192	0	0
ENSG00000269570.2	11	58611119	58612642	1	0
ENSG00000269575.1	19	22140532	22141117	0	0
ENSG00000269576.1	19	46809585	46810183	0	0
ENSG00000269578.1	19	16586905	16587985	1	0
ENSG00000269580.2	19	51508573	51509311	0	0
ENSG00000269583.1	19	43574638	43575618	0	0
ENSG00000269584.1	19	39534463	39535021	0	0
ENSG00000269586.7	X	135881063	135889086	1	1
ENSG00000269588.1	19	39553034	39555356	0	0
ENSG00000269590.1	19	12664828	12669397	1	1
ENSG00000269599.1	13	98329655	98333236	1	0
ENSG00000269600.1	19	58593896	58599355	1	0
ENSG00000269604.1	19	4791745	4795559	1	0
ENSG00000269608.1	19	53616802	53617254	0	0
ENSG00000269609.5	10	102449817	102461106	0	0
ENSG00000269615.1	19	21940820	21941533	0	0
ENSG00000269621.1	1	151755541	151759911	0	0
ENSG00000269622.1	16	35506592	35507170	1	0
ENSG00000269635.1	19	15221015	15222297	1	0
ENSG00000269637.1	19	46219423	46219920	0	0
ENSG00000269646.1	19	52923382	52924075	0	0
ENSG00000269651.1	19	8173272	8175567	0	0
ENSG00000269652.1	19	41221426	41222051	1	0
ENSG00000269653.1	19	38184376	38186265	0	0
ENSG00000269656.1	19	47757036	47768840	1	0
ENSG00000269662.1	19	23798924	23799477	1	0
ENSG00000269667.1	16	85981750	85984723	0	0
ENSG00000269678.1	19	14886839	14887115	1	0
ENSG00000269680.1	19	6748293	6751467	1	0
ENSG00000269681.1	19	51155288	51155624	1	0
ENSG00000269688.1	19	38844729	38845499	1	0
ENSG00000269692.1	9	39631046	39632416	0	0
ENSG00000269693.1	19	12525720	12580975	1	1
ENSG00000269694.1	19	18881680	18883376	0	0
ENSG00000269696.1	19	56545566	56567411	1	0
ENSG00000269699.5	19	56774552	56840729	1	1
ENSG00000269706.1	19	49050217	49050846	1	0
ENSG00000269707.1	2	104853285	104926052	0	0
ENSG00000269711.1	19	7678501	7682854	0	1
ENSG00000269713.7	1	149054027	149103561	1	1
ENSG00000269720.2	19	17390509	17394158	1	1
ENSG00000269721.1	7	7742091	7742535	1	0
ENSG00000269729.1	19	46163893	46180647	1	0
ENSG00000269732.1	1	439870	440232	0	0
ENSG00000269736.1	19	17452211	17452969	1	0
ENSG00000269737.2	1	1671990	1674397	0	0
ENSG00000269741.5	19	50996018	51009581	1	1
ENSG00000269742.1	19	22065828	22066398	1	0
ENSG00000269743.2	X	104099214	104157027	1	1
ENSG00000269745.1	19	46228964	46230388	1	0
ENSG00000269749.1	19	40048757	40090925	1	0
ENSG00000269752.1	19	17613722	17614430	0	0
ENSG00000269755.1	19	12433103	12484816	1	1
ENSG00000269758.1	19	53267870	53270932	1	0
ENSG00000269761.1	19	7005012	7006074	1	0
ENSG00000269763.1	19	7813615	7814425	1	0
ENSG00000269765.2	19	15515342	15516836	1	0
ENSG00000269776.1	19	52425863	52426202	1	0
ENSG00000269779.1	19	20691336	20697615	0	0
ENSG00000269782.1	19	15449548	15449608	0	0
ENSG00000269786.1	19	56922018	56922213	0	0
ENSG00000269787.2	19	14903232	14904138	1	0
ENSG00000269791.5	X	48402078	48411910	1	1
ENSG00000269792.1	19	39532412	39534422	0	0
ENSG00000269793.5	19	56690686	56799646	0	0
ENSG00000269794.1	19	58319277	58320489	0	0
ENSG00000269796.1	19	22422513	22426045	0	0
ENSG00000269799.1	19	16801426	16801714	0	0
ENSG00000269800.1	19	41521043	41521989	1	0
ENSG00000269802.1	19	6343761	6362149	1	0
ENSG00000269806.1	19	47615699	47626395	1	0
ENSG00000269807.1	19	4347244	4354057	1	0
ENSG00000269811.2	19	34645662	34646070	0	0
ENSG00000269813.1	19	7959123	7960012	0	0
ENSG00000269814.1	19	48513207	48513660	1	0
ENSG00000269815.1	19	17296196	17296695	1	0
ENSG00000269821.1	11	2608328	2699994	1	0
ENSG00000269825.1	19	52650437	52653284	1	0
ENSG00000269826.1	16	86347387	86349611	0	0
ENSG00000269833.2	X	135236895	135237408	0	0
ENSG00000269834.5	19	52388842	52397766	1	0
ENSG00000269836.1	19	17177511	17178476	1	0
ENSG00000269837.1	19	23255053	23257939	1	0
ENSG00000269839.1	19	21225098	21245241	1	0
ENSG00000269842.4	19	53761961	53764199	0	0
ENSG00000269843.1	19	40831221	40837210	1	0
ENSG00000269845.1	19	21750747	21753438	0	0
ENSG00000269846.1	20	37095785	37097178	0	0
ENSG00000269848.1	4	49524030	49524185	1	0
ENSG00000269855.2	19	58396090	58397079	0	1
ENSG00000269858.5	19	40798996	40808433	0	1
ENSG00000269859.1	19	55475983	55476482	1	0
ENSG00000269867.1	19	57867038	57868172	1	0
ENSG00000269873.1	19	54438010	54438346	1	0
ENSG00000269877.2	19	53787597	53788169	1	0
ENSG00000269881.1	16	249547	269943	0	1
ENSG00000269883.1	14	77140683	77142996	0	0
ENSG00000269885.1	19	20758440	20758952	0	0
ENSG00000269886.1	3	9812762	9813097	1	0
ENSG00000269887.1	1	164680085	164680799	0	0
ENSG00000269888.1	3	161429112	161429613	0	0
ENSG00000269889.1	3	169769649	169772043	0	0
ENSG00000269890.1	1	228270443	228274397	1	0
ENSG00000269891.2	10	97153045	97292637	1	1
ENSG00000269892.1	12	6742985	6743641	0	0
ENSG00000269893.6	4	118278709	118279823	0	0
ENSG00000269894.1	3	9935706	9936258	0	0
ENSG00000269895.1	11	86833068	86837615	0	0
ENSG00000269896.2	1	2350414	2352820	1	0
ENSG00000269897.5	10	22316388	22329542	0	1
ENSG00000269898.1	16	85743287	85744225	0	0
ENSG00000269899.1	8	11846154	11846391	1	0
ENSG00000269900.3	9	35657751	35658018	1	0
ENSG00000269901.1	16	87362536	87367476	0	0
ENSG00000269902.1	X	45764772	45765299	1	0
ENSG00000269903.1	12	57814494	57814926	0	0
ENSG00000269904.2	X	73524275	73563085	1	0
ENSG00000269906.1	14	50662511	50663178	1	0
ENSG00000269907.1	9	96910076	96910405	0	0
ENSG00000269910.1	14	103694516	103695050	1	0
ENSG00000269911.1	X	72777608	72779097	0	0
ENSG00000269915.1	11	708564	727047	1	0
ENSG00000269916.1	12	85263544	85264457	0	0
ENSG00000269918.1	8	11104691	11106704	1	0
ENSG00000269919.1	6	106100140	106100593	0	0
ENSG00000269921.1	4	56387625	56388153	0	0
ENSG00000269924.1	8	47527397	47528148	0	0
ENSG00000269925.1	1	7776383	7776775	0	0
ENSG00000269926.1	10	72274915	72275980	1	0
ENSG00000269927.1	14	71141125	71143253	1	0
ENSG00000269929.1	9	94176458	94177892	0	0
ENSG00000269930.1	15	30616958	30617749	0	0
ENSG00000269931.1	20	12934877	12935783	1	0
ENSG00000269933.1	1	71005854	71006502	1	0
ENSG00000269934.1	1	228274584	228276066	1	0
ENSG00000269935.1	16	87600526	87602190	1	0
ENSG00000269937.1	16	2561471	2565096	1	0
ENSG00000269938.1	12	123968023	123968579	1	0
ENSG00000269939.1	11	83185521	83187036	1	0
ENSG00000269940.1	14	103694560	103695170	0	0
ENSG00000269941.1	X	41233633	41234283	0	0
ENSG00000269944.1	11	118415977	118416521	0	0
ENSG00000269945.1	14	71219100	71222724	0	0
ENSG00000269946.1	9	94166289	94200627	0	0
ENSG00000269947.1	17	8277763	8278436	0	0
ENSG00000269949.1	4	56960927	56961373	1	0
ENSG00000269950.1	21	16574718	16582637	1	0
